relative_path,source_split,source_class,target_class_id,target_class_name,status,reason,canonical_relative_path,bytes,width,height,format,mode,sha256,dhash
train_images/57.Myzus persicae Sulzer/135.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/135.jpg,1290943,2272,1704,JPEG,RGB,645ca8f6c8eb6c61884dfb8c3c96554699541bfc74d21e8fef5a209c690f240f,464141d1919988ce
train_images/57.Myzus persicae Sulzer/136.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/136.jpg,1312415,2272,1704,JPEG,RGB,28ecd54b4c58de60f05b532a5209c85c0ae1082e610a097631db151bac89a566,c1c1e0c031655f7b
train_images/57.Myzus persicae Sulzer/137.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/137.jpg,1297088,2272,1704,JPEG,RGB,6f586fbf4b171c17b317ab99844f8b393552cc6740713d0047372c41de560ed2,c1c1e01030457ff9
train_images/57.Myzus persicae Sulzer/138.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,1314366,,,,,,
train_images/57.Myzus persicae Sulzer/139.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/139.jpg,1334080,2272,1704,JPEG,RGB,aad4b6b290e39d709748a88f51202dac8714fb237f8f3fb56ee9dd2dd13d84e3,3c16cbdb993f1303
train_images/57.Myzus persicae Sulzer/140.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/140.jpg,1240822,2272,1704,JPEG,RGB,80eb9e7e7b51a13d34fd8d700de69373c1fe9297b6e2f4403939a3924b62a266,7b2d37139fbf371f
train_images/57.Myzus persicae Sulzer/141.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/141.jpg,1411764,2272,1704,JPEG,RGB,bd6c9aa6f7e286bae7208206327fad3892ad2a1aa9fdc4ebf7746b13dbf5ca13,b9c971d3d993e7c7
train_images/57.Myzus persicae Sulzer/142.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/142.jpg,1260799,2272,1704,JPEG,RGB,78a582444dab3f5ea30e031703852b084c6e38aef18479f47ef8b8a3bc8dadf2,0dc170f8f2722a31
train_images/57.Myzus persicae Sulzer/143.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/143.jpg,1220640,2272,1704,JPEG,RGB,4079d7b9817ee9258a9ec93fb77de7d123096ea846086d4cf5081c54c8917378,cce93b77353f5f1f
train_images/57.Myzus persicae Sulzer/144.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/144.jpg,1234736,2272,1704,JPEG,RGB,2459a75fcff4b39a19986237cc41e6ee00917bea7948388345e5bb27116d0e7c,177b537427ff3f0f
train_images/57.Myzus persicae Sulzer/145.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,1227466,,,,,,
train_images/57.Myzus persicae Sulzer/146.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/146.jpg,1256865,2272,1704,JPEG,RGB,7f51e131f97dc4c05ae40f7525264494dcbe06dae0751ba108265611eb782892,078f3e7bf0c6c58c
train_images/57.Myzus persicae Sulzer/147.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/147.jpg,1348016,2272,1704,JPEG,RGB,92abbd5c55465a7306eecaf8b0f0156287f8acc13d87c618b10e2cc4ad6b5b22,5f2b2d34972d0181
train_images/57.Myzus persicae Sulzer/148.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/148.jpg,1342029,2272,1704,JPEG,RGB,b3ddc3fdab396f3290e627997c686d54e076e9c3179c9e1f1364c22cf6deec64,29862de7a70703c0
train_images/57.Myzus persicae Sulzer/149.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/149.jpg,1304657,2272,1704,JPEG,RGB,85ec6ee90f4b78d3acfbfeaf4cb668dd4cc106bbeba41137c3317328368c16ff,27494b3617042009
train_images/57.Myzus persicae Sulzer/150.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/150.jpg,1290454,2272,1704,JPEG,RGB,e1b868c4cd159a49317bf0f7d436b81fecfd8246a6da5876a5e3c457792f68fe,4300121000600404
train_images/57.Myzus persicae Sulzer/151.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/151.jpg,1318453,2272,1704,JPEG,RGB,52da2ef43c1fd663adfb3891b86ed8ba3fb72bb45c3f6c79dafe68f549a1ed78,0701001010002004
train_images/57.Myzus persicae Sulzer/152.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/152.jpg,1208567,2272,1704,JPEG,RGB,be98c39a388f38d1e86b6eb5b0b219816b37dc8f61aed78c7f5105f199aa1dc5,03891c18384b0f1e
train_images/57.Myzus persicae Sulzer/153.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/153.jpg,1293516,2272,1704,JPEG,RGB,7d8d08b29aa599accb81181528c59bb64c14f7ccc49ea48c180b6ca52903f330,410c4818376f0eaf
train_images/57.Myzus persicae Sulzer/154.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/154.jpg,1269308,2272,1704,JPEG,RGB,acaf7d56725fd7aef0feaafac8e0fbd7d5b9f1f867f78a588a703068ad510715,0a48982171c5c7c6
train_images/57.Myzus persicae Sulzer/155.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/155.jpg,1242777,2272,1704,JPEG,RGB,e50b0cb93ded30bb478f8a02435ab7560551630f11d0ea01ebd0d240e8a81e4e,4e58b0217187c7ce
train_images/57.Myzus persicae Sulzer/156.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/156.jpg,1247037,2272,1704,JPEG,RGB,82229917772533f790b66dd0da628616b7bdc8c229937d828d5f676e735b6aea,0d4b90217187c6ee
train_images/57.Myzus persicae Sulzer/157.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/157.jpg,1252480,2272,1704,JPEG,RGB,1fdd5acc4516cd818678b13fc5fd532a014a9d2b069244d9de89cd31025e3f74,4b4906f3f1d97c67
train_images/57.Myzus persicae Sulzer/158.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/158.jpg,1254131,2272,1704,JPEG,RGB,d6d962d54509eca7d3475be337c0aaa5e188727b68871d9e4b292a929ff489af,69c943fbf1f97d66
train_images/57.Myzus persicae Sulzer/159.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/159.jpg,1330624,2272,1704,JPEG,RGB,6711cad346bb171812c7584b6705663f9f666b56ca0857edd337fd84fd09b1e7,8c4cd16070e0dafd
train_images/57.Myzus persicae Sulzer/160.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/160.jpg,1328278,2272,1704,JPEG,RGB,231833a33354f51ed182a78a8bb65bd3c832c4c4fe74d497e064be19c3ae356f,8848c161d1e0d8eb
train_images/57.Myzus persicae Sulzer/161.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/161.jpg,1306191,2272,1704,JPEG,RGB,3f9deb9dc7c64adbc1e3ac334ac1ca9b0588b46b4df92b3a2a3dbaf7d930da82,e162820212204936
train_images/57.Myzus persicae Sulzer/162.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/162.jpg,1307539,2272,1704,JPEG,RGB,0f28fc183bf79de825e0fb4774c52d8481c4ea145720f454c92745b2c1be3bd3,c1a1c0b87f6e532c
train_images/57.Myzus persicae Sulzer/163.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/163.jpg,1289000,2272,1704,JPEG,RGB,040d7676801717b190d46dace9b146e1331b9f981450148e23ed56289f03ed62,d361c1387e5cd649
train_images/57.Myzus persicae Sulzer/164.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/164.jpg,1307786,2272,1704,JPEG,RGB,33f719f1b21d3c7ed49c0fddf8f95f5a8a8842833b80cf7a77ad5011e1cc9c3d,8243c1787a4c9641
train_images/57.Myzus persicae Sulzer/165.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/165.jpg,1286077,2272,1704,JPEG,RGB,408b07e46b2a25a647500208cf6b827488528048f6ce14ce8c915a78f995f610,e569ebe3b26767ec
train_images/57.Myzus persicae Sulzer/166.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/166.jpg,1267447,2272,1704,JPEG,RGB,6b51208e00e42583d24db9f5032f2d4ec549854577c33ba40356fb0b11a4c29e,99cc16a5f1509030
train_images/57.Myzus persicae Sulzer/167.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/167.jpg,1187274,2272,1704,JPEG,RGB,fd693587ffefb27e9782dcb5ca5d6424d1160433eea003b7411c920cd679a9b6,cd0ca6e3f1b16121
train_images/57.Myzus persicae Sulzer/168.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/168.jpg,1297794,2272,1704,JPEG,RGB,6c837d3546f4807c14f70f2ea9e1aa97b1ddea1501232515c10c4837dd7af734,d92c86e3f1d16120
train_images/57.Myzus persicae Sulzer/169.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/169.jpg,1244130,2272,1704,JPEG,RGB,3f7d6555323e8c84d7004cbeca1b4739bfbf7a2948c542736d5eaf421b0dccbe,d270e8c0c0c81848
train_images/57.Myzus persicae Sulzer/170.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/170.jpg,1248708,2272,1704,JPEG,RGB,2f95f2a721a7ac5ab8c0bb369379babd56d5434eeea90557ece68e0a8e689d62,58d1b5664eb966dc
train_images/57.Myzus persicae Sulzer/171.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/171.jpg,5774978,5616,3744,JPEG,RGB,eda81c36f9d5ab73a14f088457b4ba4795e117a98cb9e7cbe5820b9d4a410434,fb7f7d3e9fc2e1c9
train_images/57.Myzus persicae Sulzer/172.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/172.jpg,6227526,5616,3744,JPEG,RGB,b9aefd2414882cfbb8d13d62af56f1adb081f896d2c4aa80a4fe018e84e55dec,c3d3d9d9797c7e3f
train_images/57.Myzus persicae Sulzer/173.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/173.jpg,5707280,5616,3744,JPEG,RGB,734040bdccd63361ec2c3517ca37c7ecf750d68530e7903ad7a38a4d7d180b05,6667a7f3533b0500
train_images/57.Myzus persicae Sulzer/174.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/174.jpg,6229629,5616,3744,JPEG,RGB,b82a16f15e6ca624334a77f6f25e23623c161dac1fdcf3a970b749d080960ffb,079b95e6916bc7cf
train_images/57.Myzus persicae Sulzer/175.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/175.jpg,6201840,5616,3744,JPEG,RGB,8fe2010107606b2a5e68aab97bc9918f70a7713a4801b90ea145d8c96c2bcc41,66b1dc65b1d963a3
train_images/57.Myzus persicae Sulzer/176.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/176.jpg,6378979,5616,3744,JPEG,RGB,a84f97657128a7cff14ed49d62b060453f55333e43eebb7842afee0d1e7aae72,9f3f3a1e7b13782e
train_images/57.Myzus persicae Sulzer/177.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/177.jpg,7554195,5616,3744,JPEG,RGB,7fb200024f773244856ba368dbf25daef2516d70bdd17003ce43a79f7f8709b7,deea7ceefbfbf9dd
train_images/57.Myzus persicae Sulzer/178.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/178.jpg,5843475,5616,3744,JPEG,RGB,a2b9d1346390bf8c216f0872eabe88013e6b46a8ac0029bf6188459d74ddbeee,fce9b193c76e3e1e
train_images/57.Myzus persicae Sulzer/179.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,6021781,,,,,,
train_images/57.Myzus persicae Sulzer/180.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,reject,unreadable:UnidentifiedImageError:cannot identify image file 'C:\\编程大赛数据\\Dataset\\pest65\\train_images\\57.Myzus persicae Sulzer\\180.jpg',,4983227,,,,,,
train_images/57.Myzus persicae Sulzer/181.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/181.jpg,120759,747,473,JPEG,RGB,1ce0aaee0e3ba33ade77bf05e7fa7d71452c304789ca3060077bf4d8864c678d,269e34e4e32720c0
train_images/57.Myzus persicae Sulzer/182.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/182.jpg,534952,1984,1116,JPEG,RGB,4e07a4c38823321be282c5c184d5cfaf94042b0c18acc40b0a7dea0ac1b9ab41,03896143319191d3
train_images/57.Myzus persicae Sulzer/183.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/183.jpg,570278,1984,1116,JPEG,RGB,13fda4bc56749fe6c28096b1081c27adf496d68db0871bce45e3072131aca186,a1e7c6c3eeedfb5a
train_images/57.Myzus persicae Sulzer/184.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/184.jpg,639428,1984,1116,JPEG,RGB,60bf72ddb01cbe4b8c101c01d8471ad754092f6ecd46c4bdabad3040f14ebc5c,5170a8c4f1f6f2e9
train_images/57.Myzus persicae Sulzer/185.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/185.jpg,247215,1242,745,JPEG,RGB,aecfa2cc78ac5eaeefab14b81aff8e91c94b0d39a07459a7f1b3ff500f6a9010,4c5893b72707060f
train_images/57.Myzus persicae Sulzer/186.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/186.jpg,605577,1984,1116,JPEG,RGB,ea4c0a8c5861e78ec3c09fdf6d6bcdce09a9252e3e6680a8e8b8b48d0f8cc12b,d4b392d4c7be288c
train_images/57.Myzus persicae Sulzer/187.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/187.jpg,599376,1984,1116,JPEG,RGB,af89f9e30c5ae34033794ed0012ce63d012b55c7b64fcc40a817811055887d3b,a6a6d199c8e4b8d9
train_images/57.Myzus persicae Sulzer/188.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/188.jpg,550615,1984,1116,JPEG,RGB,4e5c40cb2dee8c79b742402ed2bc2b0d2f7bd6ef7a538c32409191fd82922b51,fc3777f466ee1e1e
train_images/57.Myzus persicae Sulzer/189.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/189.jpg,550590,1984,1116,JPEG,RGB,c88fbfcae8b459d9eccb215e18517362ed8209a95975a38a536e8f62f9728f1e,dc3776f662a61e1f
train_images/57.Myzus persicae Sulzer/190.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/190.jpg,501302,1984,1116,JPEG,RGB,4eead50530fb6b5e4974d5bf98051de949fbcf5fab8b92a0822be5fe2314e562,361a293bd463f3e6
train_images/57.Myzus persicae Sulzer/191.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/191.jpg,502113,1984,1116,JPEG,RGB,ce5582558a1d85d1c7e1c27468c6bf5a9ff7eaad98aefb9cca2301126c76f1c6,d67279cdc4e76ce6
train_images/57.Myzus persicae Sulzer/192.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/192.jpg,319210,1401,835,JPEG,RGB,f2162ea215714374ba0ba3b4cbec8910d8c79d004ae6575868558b03914b4a1b,22e4ccb0f2c3a10d
train_images/57.Myzus persicae Sulzer/193.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/193.jpg,562809,1984,1116,JPEG,RGB,f9ec8cbe7269317f516f66e68564ff87c2806c1c01e6e08bda398383b2613445,13e3c680904ce673
train_images/57.Myzus persicae Sulzer/194.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/194.jpg,526352,1984,1116,JPEG,RGB,c6e9e12774ef5fa7fb8562bd2233a83c9f8096316392d049d0ed5352ed5b83e0,86808bc25058686c
train_images/57.Myzus persicae Sulzer/195.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/195.jpg,491268,1984,1116,JPEG,RGB,37b5c385ceaacf2c66e5f4706fe6d2e721f1c58a9189c90b7d047d6fef126a53,010485e1a191d948
train_images/57.Myzus persicae Sulzer/196.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/196.jpg,474459,1984,1116,JPEG,RGB,95cd8f8a79d0e3ed83f71cd4602e3d80c8b68bee1a38da04ceac143f8340298f,06c6d2b7333393ae
train_images/57.Myzus persicae Sulzer/197.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/197.jpg,487081,1984,1116,JPEG,RGB,8318f69c52de14316e3609b7bd9e854ed65e06daea95f5c74cb608e4a22b23fd,2727e6c8c3c5b99a
train_images/57.Myzus persicae Sulzer/198.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/198.jpg,218281,1147,727,JPEG,RGB,5c8d5e7896240cde4532f82dba856b12f242212d13b4a5d3fcebf485dcc25039,7e6ebef4f4f9f8e8
train_images/57.Myzus persicae Sulzer/199.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/199.jpg,216471,741,1117,JPEG,RGB,1d43adea24312c523a2d1c0a316e9124d8c5c6606939823bd5753d1254f6959e,dddd6773b35ebcf6
train_images/57.Myzus persicae Sulzer/200.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/200.jpg,241727,804,1169,JPEG,RGB,516d38564811456ba28f679e2ba4771fd79b1941b23c7c0af2c5c1ca84cfa33c,ddcd6772b25dbcf6
train_images/57.Myzus persicae Sulzer/201.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,reject,unreadable:OSError:broken data stream when reading image file,,5970101,,,,,,
train_images/57.Myzus persicae Sulzer/202.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/202.jpg,282825,1600,1200,JPEG,RGB,82ecdd24dfd9576590597a98670d2233ac5671ead6357e38800d818d311cd087,96963bb7f1fbffdb
train_images/57.Myzus persicae Sulzer/203.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/203.jpg,253711,1600,1200,JPEG,RGB,458aaf17525003769265310b3661c33dc0f471e6849a0e517591fe8e25397008,9e9b3db371f9ffcb
train_images/57.Myzus persicae Sulzer/204.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/204.jpg,65023,429,569,JPEG,RGB,5c9d5b2b38f22271228256efb51b369f546ebb709e895a1f78e1f9e9c619f9c4,27cd533230586a6c
train_images/57.Myzus persicae Sulzer/205.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,reject,duplicate_or_near_duplicate:train_images/57.Myzus persicae Sulzer/206.jpg,train_images/57.Myzus persicae Sulzer/206.jpg,53444,376,469,JPEG,RGB,c0f4188d90bdeee98e643a663123bed53000a2dd2fc13467d3090db24a2cd57d,8d9d72303459ea6c
train_images/57.Myzus persicae Sulzer/206.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/206.jpg,60076,386,522,JPEG,RGB,4290b1f5c0719d8ab9425d83d25cfe3ffb62f392d9559f769301f09ce2aacf66,0d9d733034596a6c
train_images/57.Myzus persicae Sulzer/207.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/207.jpg,72604,471,601,JPEG,RGB,2f0b772b5c25ae0d24a8e08709bebd85bcaf3f004e89af418593578cbd0a5a1b,4d99b33131193a2e
train_images/57.Myzus persicae Sulzer/208.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/208.jpg,54916,386,506,JPEG,RGB,2a1a4f80d7f72b2269342ca14f3363be07b5b7b84e80bfa2cced0270ff4abcfa,4c89333030188e64
train_images/57.Myzus persicae Sulzer/209.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/209.jpg,86431,792,474,JPEG,RGB,4f2b11d07fcdbcfee9ac07456504ab36b6f018fa7f04ade6c591f5a767c4f551,535392b230654953
train_images/57.Myzus persicae Sulzer/210.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/210.jpg,58036,554,347,JPEG,RGB,706ea291080b944a55b0d74d5385680ed0937f03b36c2e1ad24fdd5cc62eaf6b,95b3337179d2c3c4
train_images/57.Myzus persicae Sulzer/211.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,reject,duplicate_or_near_duplicate:train_images/57.Myzus persicae Sulzer/210.jpg,train_images/57.Myzus persicae Sulzer/210.jpg,61191,529,348,JPEG,RGB,4bd7c737bdf12d0eb8593a239b7cf7eaacabf26690325d3842a95e26ed37b4f7,95b3337079d3c384
train_images/57.Myzus persicae Sulzer/212.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,reject,duplicate_or_near_duplicate:train_images/57.Myzus persicae Sulzer/214.jpg,train_images/57.Myzus persicae Sulzer/214.jpg,78790,476,585,JPEG,RGB,28a0e9e082f45dbc5ba89d291c4b68cc181fe8d9cabd43be53bacb93eddb54eb,18a6d2f074486360
train_images/57.Myzus persicae Sulzer/213.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/213.jpg,76684,465,596,JPEG,RGB,7538276485c7d065651bd91e0b6fa539cb658a6bee91fe14f976dcda1263ba0f,1824d2f4f4d86161
train_images/57.Myzus persicae Sulzer/214.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/214.jpg,87147,481,627,JPEG,RGB,f9105e743d3af630514ac34caae418b52414d9792cdb87ab0e6d3ff6df084358,18a4d2f474486260
train_images/57.Myzus persicae Sulzer/215.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/215.jpg,75363,444,590,JPEG,RGB,b7a04151fae322f54692fb53eef5e2cb9f3152393e8a4c4db9a775f342e1f8ec,18a2d2f0f45c6361
train_images/57.Myzus persicae Sulzer/216.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/216.jpg,94113,513,669,JPEG,RGB,c062c7a242ef7e512cf891ecf9e1b86c058f723550e6f65b2c7ebdc7de86a4d1,0990d2707c686264
train_images/57.Myzus persicae Sulzer/217.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/217.jpg,85260,508,643,JPEG,RGB,325dc6de8189b54acc9dd6de91d578e27632e02a69047b2a228f7232fa6d1d06,8d98d270746c6162
train_images/57.Myzus persicae Sulzer/218.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/218.jpg,84081,486,585,JPEG,RGB,ec51d090a308a2ee0bcd0e7b519d04249737511308b152f67e961d3b82f00fd2,18b4d27474686360
train_images/57.Myzus persicae Sulzer/219.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/219.jpg,81532,460,623,JPEG,RGB,81a8fe2fbd9c94e108e8e4528fa05ce66224802238294e17c1ab30477e2e7d3f,346592f0dc7c6360
train_images/57.Myzus persicae Sulzer/220.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/220.jpg,105286,592,743,JPEG,RGB,3a50b0d406b8121a76bddda51987addb9e720aa678c3921ea9cf76397441a16f,1f25d37178782231
train_images/57.Myzus persicae Sulzer/221.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,reject,duplicate_or_near_duplicate:train_images/57.Myzus persicae Sulzer/220.jpg,train_images/57.Myzus persicae Sulzer/220.jpg,97157,555,696,JPEG,RGB,b2fccd0385313bc68d59610f0f27333d4b85e4c85e4e72fe2df729f572b95d68,1b25d3f178782231
train_images/57.Myzus persicae Sulzer/222.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/222.jpg,134177,660,838,JPEG,RGB,cc26ce60c5093b3347891081ca7db5eee885ed8e1026b9572ff22db8282277de,0b9f617178383530
train_images/57.Myzus persicae Sulzer/223.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/223.jpg,106740,560,732,JPEG,RGB,91583af5ac43ab51cf0dd0fd080897ac1b68ffd362f0ea649012b86b8976d651,0b19a5f171786221
train_images/57.Myzus persicae Sulzer/224.jpg,train_images,57.Myzus persicae Sulzer,9,蚜虫,candidate,,train_images/57.Myzus persicae Sulzer/224.jpg,360334,1476,967,JPEG,RGB,001365e19ca410c88088d1c87f3542dfda4ec67297f93c6a1a093d257dba7b05,17397b6a4c69c42c
